Rating,Seating Capacity,Average Meal Price,Marketing Budget,Social Media Followers,Chef Experience Years,Number of Reviews,Avg Review Length,Ambience Score,Service Quality Score,Weekend Reservations,Weekday Reservations,Revenue
5,72,67.55,9073,100015,6,686,116.6285364,8.9,6.7,70,42,1106476.25
4.5,66,51.05,1974,22001,14,669,67.90687268,4.3,6,54,63,768398.6
3.2,64,29.25,2900,35427,2,772,100.4411551,9.9,5.8,50,61,430730.1
3,59,45.58,1716,22033,3,478,173.8945809,8.7,8,11,1,605467.79
4.4,84,49.76,2332,23189,18,51,220.2627506,4,3.1,79,21,946670.41
3.9,50,36.43,2998,37380,8,556,222.6685053,9.1,7.1,30,16,424162.28
4.6,50,40.39,2905,34667,2,511,68.66582677,7.8,6.5,19,23,460229.73
4.8,39,45.88,3505,43522,16,232,240.3525661,7.5,4.1,14,11,422705.68
4.2,76,26.12,3584,40998,14,108,215.0598508,1.1,3,13,21,459321.26
3.4,36,54.18,1379,19037,19,338,151.8857968,1.2,6.1,8,19,454964.33
4.6,72,49.2,3271,41290,4,145,192.7715671,7.3,9.5,45,66,800907.8
4.9,56,31.54,2583,26020,6,554,241.9351116,3.5,1.7,30,14,403077.82
4.2,58,29.13,3667,36299,12,811,115.523187,1.5,9.6,33,42,398681.46
4.4,57,29.41,3986,39857,10,666,285.0083759,3.6,5.2,42,13,392446.43
3.7,32,31.75,2184,28590,9,260,84.44190124,8.5,7.4,18,15,245727.25
3.8,74,41.3,5141,54737,3,831,275.5557029,5.2,8.2,35,73,695578.55
4.5,62,31.01,3548,36537,1,507,235.214489,6.5,2.4,27,19,436093.09
4.9,82,37.08,2462,31309,14,620,215.1296548,8.2,1.4,0,22,691996.85
4.3,57,70.96,1922,23120,8,832,70.72699931,3.9,2.2,24,53,908010.6
4.6,47,55.7,1029,17945,18,976,279.7511519,1.1,4.1,14,8,599538.25
3.3,36,52.86,913,8102,12,78,123.8325876,3.9,9.6,18,9,438856.06
3.4,79,60.29,1536,16614,12,252,236.4030516,9.6,1.4,33,52,1069340.64
4.1,39,75.08,1986,20538,10,161,271.2003532,5.3,9.3,36,2,665739.22
3.4,40,31.33,1495,14782,4,414,111.0708734,6.1,6.1,17,11,289237.64
4.3,81,26.49,8240,87221,5,172,278.6501927,7.8,1.9,53,19,498728.44
3.6,62,36.02,2290,29732,8,762,202.9854121,2,2.4,47,24,508282.58
4.6,37,66.99,2897,33049,19,352,214.7579456,7.6,7.2,5,24,577864.63
4.6,86,33.44,4077,43303,6,746,278.6282216,3.7,6.5,10,27,651918.89
3.9,43,65.64,2732,27534,16,619,181.6837305,4.5,2.5,36,15,647692.22
3.4,46,38.97,2810,28315,9,910,160.1618894,3.4,9.1,23,39,417700.67
4.3,48,49.78,1685,20428,11,304,208.3079419,2.4,2.2,4,20,541938.98
5,45,69.64,3948,46387,3,278,188.5058793,4.3,5.6,8,6,704024.51
4.2,78,48.14,2155,22645,14,390,65.36892811,1.9,5.8,29,75,850328.79
3.1,89,43.74,4920,48363,5,976,95.12301173,8.6,8.8,74,81,884766.19
3,79,71.8,3661,40014,6,614,53.39161973,3.8,1.2,75,10,1265535
3.6,38,35.7,1344,20369,1,391,77.04070987,6.9,2.2,19,31,308246.85
3.4,30,34.23,2422,31146,13,881,232.4624149,3.7,2.5,0,26,248833.38
4.6,32,27.06,3109,36283,9,805,51.17779045,2.9,1.6,28,24,210381.25
4.7,80,35.77,5123,53606,3,387,126.1013787,7.4,6.7,31,46,650633.49
3.5,36,39.14,1011,16702,6,307,162.3303511,6.6,3.1,15,32,324234.94
3.7,67,41.78,2503,33555,8,109,284.4530623,3,6.2,40,17,633669.65
3.5,42,35.86,3177,35535,4,278,131.7517544,6.5,8,9,21,349264.33
4.8,67,48.79,3560,45125,6,389,245.7826908,1,4.7,8,5,733754.19
4,45,43.83,2668,26788,12,481,152.1913949,2.6,7.9,20,21,457295.08
4.3,85,30.25,2610,26986,12,865,74.62284502,7.5,8,34,5,591027.8
3.8,50,64.95,3073,37304,7,167,74.710937,4.7,3.4,32,14,732048.9
4.3,59,41.33,3590,39061,16,949,158.108455,2.8,1.1,49,37,564765.36
3.8,58,65.21,3567,39598,7,75,64.47078288,5.6,1.9,52,29,851809.83
3.7,37,35.81,1692,20574,3,389,192.9048103,5.2,8.4,27,29,306318.49
4.3,68,39.99,2114,21552,13,711,173.4124338,6.7,4.6,26,45,622690.97
4.2,52,51.22,2705,27362,9,220,225.6337964,1.7,8.6,18,45,606535.82
3.6,78,54.18,2614,27629,11,302,96.40538235,8.4,5.9,44,16,952810.01
3.3,31,57.44,2223,20879,7,581,198.2323134,1.5,2.8,22,28,407522.61
3.7,48,39.48,3542,38082,15,398,93.63061909,5.1,7.4,25,10,445658.66
3.8,37,51.51,3128,32003,1,353,230.5584284,7.4,6,9,19,433525.96
4.3,67,52.98,2209,29449,2,426,126.7896646,4.1,4.2,24,7,790805.87
4.8,37,45.88,3128,39045,1,400,203.6040507,9.2,1.8,0,16,386443.97
3.1,34,33.43,2451,29938,15,622,270.669315,7.8,1.9,27,11,276457.52
3.5,75,48.42,4782,46362,4,200,172.0585315,4.8,2.7,67,26,817442.66
3.4,79,73.86,4428,48557,4,797,98.07302748,2.7,7.1,53,57,1305540.31
4,84,40.6,1810,23074,14,878,271.5307252,1.4,7.6,34,50,774412.7
3.9,53,48.02,2611,25861,5,279,139.6448876,8.2,6.7,3,46,577938.67
4.5,32,40.48,2231,23096,1,385,232.5632188,2.7,4,10,24,294681.46
3.5,78,38.42,6575,68029,15,752,130.0239196,3.4,5,68,49,694753.53
4.2,85,55.84,5207,57276,7,324,124.5538607,1.1,7.4,46,30,1066277.74
4.8,85,49.01,6799,71480,16,764,210.5070648,1.2,6.9,67,28,952327.6
4.8,44,72.14,1171,12558,14,253,89.0778588,3.1,8,18,30,721044.16
4.9,38,51.73,1306,15575,15,277,266.7434677,8.9,3.2,27,23,457425.31
4.5,46,52.56,1275,12762,15,318,146.9059967,8,1,22,3,553490.04
4.8,70,35.42,2231,28223,1,947,54.81935899,7.9,3.4,65,22,559371.79
3.5,61,33.21,2577,24452,19,228,126.3591184,8.4,4.1,27,7,475575.63
3.4,77,75,5171,52211,7,892,246.2415811,2.7,9.6,10,12,1291676.05
3,43,34.66,1176,19056,18,306,264.8397138,9.8,3,29,0,355127.16
4.4,87,75.57,3062,30179,15,730,191.9700692,3.1,8.4,85,62,1479255.95
4.9,41,32.35,1406,19528,13,955,123.5273295,2.3,6.6,40,26,315051.15
3.4,43,55.97,2340,30729,19,564,181.9635259,3.7,2.5,16,16,557134.98
4.3,49,37.67,3252,34488,18,57,259.0938247,5.8,4.6,23,40,436526.38
4.5,54,38.54,938,12260,4,385,129.0094574,2.1,5.6,37,8,468148.34
4.9,50,69.37,3192,34935,18,981,146.3592434,7.6,4.1,35,26,796179.82
4.3,42,64.98,2470,32392,4,668,184.9235332,4.3,3,21,25,614985.72
4.9,83,71,2906,30267,16,89,271.7845489,6.1,3.3,76,20,1324133.35
3.7,31,72.49,747,11729,14,984,195.5372335,7.6,6.3,25,10,519296.71
3.7,45,66.04,899,12496,14,480,101.9037888,9.1,7.2,40,3,678747.22
4.1,74,31.95,4293,51991,7,936,72.2760095,8.4,5.2,52,13,544569.5
3.8,30,34.67,930,11355,13,749,73.75348923,5.8,9.5,4,9,252343.36
3,81,26.96,4714,47734,14,825,287.5623934,9.9,7.6,16,58,514096.18
4.5,68,73.11,2042,21152,10,379,255.6031188,5.8,9,43,61,1118636.16
4.5,59,55.28,3334,37807,13,292,241.4636725,5.8,5.3,47,3,743062.23
4.5,81,75.19,8883,97096,6,214,174.0911448,2.4,1.1,44,58,1367822.09
3.7,68,55.81,1311,11891,11,529,218.1349043,2.3,6.3,7,33,852273.97
4,65,58.9,2258,30034,6,332,81.83257614,2.5,8.4,63,4,859390.5
3.7,86,26.18,4522,52397,11,144,205.2239289,6.3,5.8,11,31,520914.53
3,62,37.24,2559,31804,19,180,252.6951831,4.7,6.1,48,15,538179.54
4.1,36,30.33,1666,19305,17,984,65.53468506,4.5,9.8,25,27,270281.13
3.2,32,40.31,2279,27436,3,823,124.0376056,2.1,4.3,15,1,295773.74
3.2,74,57.99,5399,56491,1,258,77.56966834,4.4,8.2,59,34,963918.06
4.5,53,30.21,3740,38355,16,571,115.056759,4.4,5.5,41,7,381717.3
3,44,55.2,2568,23774,12,974,243.130968,6.6,5.2,32,24,559887.1
4.9,46,55.57,1036,12782,14,590,133.0122916,4.5,2.3,16,22,582696.94
4,61,30.18,1587,15006,18,709,222.420962,4.8,7.7,4,35,433150.44
5,63,71.81,1850,20537,3,896,243.3256302,3.5,8.4,3,24,1007245.29
3.1,33,51.16,1572,17490,8,627,254.1596727,2.2,4.9,2,16,386690.7
4.2,46,37.56,3939,48127,18,530,268.3438609,3.7,7.9,0,25,412493.29
3.7,80,32.11,4990,53244,16,573,199.408953,1.4,6.2,71,36,597096.17
4.7,75,64.73,3612,38504,15,574,120.159958,2.8,3.3,18,4,1091155.51
3.7,33,38.05,1742,25311,2,413,87.63963299,3.9,9.3,25,23,290118.3
3.5,82,64.15,1722,24936,16,472,175.9271636,2.3,7.3,35,73,1184507.7
4.7,49,37.29,4380,48957,10,984,75.88930787,7,8.9,45,1,430810.18
3.7,44,45.37,1456,17426,11,663,277.6809947,3.5,3.5,0,25,457200.87
3,87,34.13,5695,59153,19,734,160.6200595,6.5,9.2,80,72,695284.8
3.8,86,40.59,5570,57145,19,262,268.2460364,6.8,4.3,37,47,804167.87
4.3,68,33.05,4141,43806,10,218,227.3175959,5,1.1,13,29,515456.5
3.5,59,58.16,2937,29703,17,257,264.3043907,5,1.7,44,38,783009.13
3.9,54,55.81,2916,33444,1,908,270.9895223,6.2,1.8,21,52,676945.39
3.1,41,37.53,2810,28450,7,476,63.3233746,3.4,2.9,35,35,356348.47
4.2,84,39.1,1923,22064,16,623,231.314462,1.2,2.7,10,62,745282.5
4.5,33,31.07,3856,47750,11,948,106.6369241,6.8,1.5,17,31,251251.75
3.8,77,57,7295,77869,18,570,297.3242264,6.5,9.1,3,56,1006329.95
3.8,49,60.36,1611,15478,1,989,244.6007435,5.3,8.5,41,7,663688.84
3.2,66,30.44,2539,28791,2,686,50.9412507,8.9,7.9,13,60,459221.93
3.4,55,53.44,2241,25835,2,723,281.8540805,5.6,5.3,13,2,658035.65
3.3,65,72.99,3019,29782,6,68,123.0764756,3.7,4.8,46,3,1058992.76
4,34,32.21,1386,17135,8,535,154.1633999,7.4,4.8,20,24,259358.65
4.1,83,61.54,7108,78143,14,907,203.0713947,9.7,3.4,80,48,1163422.85
4.9,71,35.23,5464,57185,8,136,279.0774485,7.6,6.5,66,15,577022.15
3.1,66,34.38,3031,37073,17,579,281.8316558,9.2,1.5,19,22,528246.25
4.2,55,33.41,3496,41997,5,286,190.8679407,2,6.9,34,46,422462.1
4.1,60,29.39,3077,38593,3,223,129.181124,2.1,5.6,29,25,401612.81
4,51,64.19,3826,37868,18,153,119.7974854,2.4,8.3,33,14,751243.44
4.7,70,65.74,8380,91025,10,986,141.0992747,7.3,9.8,5,25,1047409.65
3.4,34,61.68,1071,18384,4,286,95.12842088,4.5,8.9,31,24,476459.38
3.1,37,66.6,1141,18676,10,687,217.4582546,5.3,7.5,8,10,561277.9
4.3,33,59.18,3260,41066,18,610,181.9505128,3.4,4.9,32,12,460611.08
3.7,48,30.1,2044,23459,13,151,243.3661751,7.6,2.9,2,43,340556.65
3,54,36.63,1823,23183,17,997,73.52782922,8.6,7,26,0,464826.41
3.5,54,54.04,2250,26127,14,635,149.9764561,2.4,2.8,31,35,665195.03
3.6,65,41.93,3112,31227,19,220,109.9657171,2.7,1.2,55,21,627679.58
4.2,47,63.65,3795,42070,18,187,183.7965516,4.1,6.2,36,35,690988.6
3.3,60,38.8,1458,13493,8,646,167.0609959,3.5,4.5,8,4,526451.25
3.8,66,39.36,2505,29821,18,727,162.3913628,5.8,8.9,64,18,604189.51
4,72,32.93,4684,54415,16,87,128.913408,7.8,6.8,24,60,555227.11
3.9,87,74.58,4725,54753,11,992,231.7113936,8.1,6.8,15,85,1458689.89
4.9,53,42.2,1312,16396,17,440,170.3919261,2.9,8.1,47,30,519232.6
3.1,88,28.19,3421,38348,18,810,100.560945,2.6,4,15,20,574233.23
4.9,78,40.86,9119,93865,19,829,186.8618682,4.3,9.6,26,66,747709.39
4.2,54,65.45,2651,33187,18,869,199.168039,2.3,3,5,52,805766.2
4.6,53,36.32,3567,41644,14,666,55.34491932,1.8,8.8,38,10,451374.3
3.9,65,44.28,2702,28203,17,466,100.9446652,3.2,9.2,4,11,660585.15
3.9,59,27.88,2709,26652,8,909,110.6009775,4.5,1.4,57,41,381133.82
4.8,38,69.58,1984,23781,15,73,112.0187905,6.3,6.7,35,24,608961.03
4.8,45,47.02,2846,32295,17,481,109.7114676,7.5,7.7,23,20,496849.71
3.5,69,60.72,939,16303,11,336,117.9102929,3,9.6,38,64,943929.01
3.4,86,50.46,3434,33491,6,131,115.6818066,8.4,3.3,37,77,975053.63
4,67,67.34,3936,41514,19,304,271.0172093,1.3,6.1,41,46,1025226.1
4.8,64,42.4,3118,32248,16,584,129.9119681,5,8,23,22,626143.8
3.6,89,36.3,6135,66668,12,376,137.4406786,6.7,2.3,81,42,741776.1
4.3,38,65.68,1829,21695,15,547,116.5443156,3.6,8.7,4,4,573186.65
4.4,55,34.23,3084,38084,11,633,291.8935899,7.2,4.6,3,39,438434.21
4.6,55,69.51,1831,20283,7,679,183.8727001,8.8,6.8,34,4,859807.98
4.1,40,58.52,3679,44296,10,448,202.6365286,1.8,1.4,21,1,534151.94
3.8,49,27.84,3000,29795,19,599,233.8718155,5.6,3,4,37,330380.23
4.9,72,48.73,6592,71147,5,205,133.4285172,1.2,5.3,44,69,795986.48
4.2,41,46.8,2037,22780,17,908,292.1951074,3.5,3.6,5,16,447760.5
4.5,44,39.44,2172,22884,19,176,88.08154314,2.2,9.6,12,4,410329.08
3.7,36,39.95,1765,25523,4,326,164.4536501,6.6,8.2,3,13,331580.65
4.3,87,37.47,2973,29431,1,76,86.35981559,3.2,8.8,44,59,730858.37
3.5,44,62.53,3118,38483,14,992,247.5939366,3.5,5.2,33,27,633226.03
3.5,37,66.56,1436,19526,17,617,76.82942301,2.9,5.3,8,11,566064.62
4.4,78,48.89,8161,89083,14,686,188.4749009,3.2,8.2,48,39,877160.06
4,44,58.53,2252,30617,6,923,76.20156875,3,4.5,19,23,582958.19
4.4,45,45.31,2629,33519,5,959,163.165472,7.3,5.3,14,17,466772.11
3.5,89,39.71,3211,37767,3,70,120.0769977,9.6,5.8,0,74,794471
4.2,52,52.6,3576,40834,15,575,275.8241895,5.4,6.5,9,45,631354.9
3.9,74,41.63,3309,33096,7,290,63.27394877,6.4,6.8,73,67,701282.28
4.2,32,31.55,3542,43039,11,156,212.4844075,8.4,7.1,4,29,248670.5
3.6,31,45.33,1275,13338,10,631,223.8128082,5.3,5,26,6,328187.33
4.4,31,28.8,1646,18038,14,765,272.2455256,3.7,3.7,9,17,218872.9
4.6,73,65.49,8125,88027,3,589,269.4323641,9.6,9.3,12,14,1078908.22
3.5,32,38.3,789,14530,14,930,294.2640717,9.2,8.4,13,9,295819
3.6,38,28.69,2102,25639,17,270,113.4773386,3,1,3,14,263220.86
4.3,81,56.02,1810,23087,4,982,118.706344,7.3,5.6,19,65,1014727.81
4.4,58,41.82,2146,25500,6,663,149.323182,6.8,3.5,36,40,551345.96
4.4,68,33.81,2991,37745,5,116,184.3942452,6.8,6.8,49,35,524744.31
4.4,41,61.92,2117,30011,10,685,141.7854797,8.5,5.5,34,6,581502.53
3.8,85,35.07,4403,49201,7,850,235.0741026,7.1,1.2,22,28,676496.1
3.8,30,55.8,3359,38778,15,291,52.13626298,5.7,7.5,14,24,397885.8
3.5,79,26.88,5320,52143,18,573,54.41357889,8.6,3.5,14,54,502661.87
3.3,79,32.25,5925,66356,1,445,229.01419,3.4,3.3,27,20,576918.3
4.4,53,52.87,2958,34912,4,252,270.7803056,7.1,1.3,41,48,633254.12
3.2,60,66.89,2940,28424,11,269,244.1368634,7.3,8.5,27,11,906745.62
4.9,80,31.23,2940,38427,10,740,79.27290336,8.8,6.2,11,7,573023.09
4.7,40,26.68,4165,51286,13,468,283.7435067,10,5.4,24,20,265338.52
4.7,55,57.72,4128,49693,19,275,180.4781546,6,7.1,31,40,734112.17
4.8,44,31.85,1328,18017,10,263,235.573788,5.4,4.1,36,23,326954.6
3.8,51,32.41,1521,15886,18,408,100.2615494,6.4,6.1,4,35,391393.08
4.7,70,69.63,955,13282,9,550,187.1989077,6.9,3.2,56,1,1088643.41
3.3,32,60.92,1579,16295,9,520,132.515201,7.4,1.6,30,24,447940.29
3,54,30.52,1723,23247,12,829,293.6901934,3.5,6.1,30,28,384904.53
4.6,60,64.47,1922,19366,14,68,168.549035,5.4,3,39,12,872611.07
3.1,50,46.88,1169,18148,2,400,238.8942464,4.3,7.8,27,24,527237.78
5,61,38.96,2136,23429,10,364,200.8079841,1.3,5.1,12,6,539471.37
4.3,52,45.79,4055,46060,18,934,73.57468718,6.5,3.3,28,46,557998.48
4.5,58,31.5,2195,28303,6,830,185.7319389,8.9,6.5,39,39,422637.65
3.5,32,42.32,749,12720,2,836,185.0539669,9.3,2,20,3,308633.42
4.3,71,52.62,6918,71415,17,725,228.9273373,5.7,7.9,27,58,861858.83
3.1,35,42.45,2562,23736,18,263,130.4770042,7.9,5.1,12,10,356368.95
4.7,75,31.07,6147,63979,18,541,265.1630286,7.4,8.3,35,28,551633.61
3.3,66,65.48,2651,33329,14,271,205.6508752,3.1,2.2,50,16,973604.55
4.4,77,40.58,8343,86281,11,949,59.83532851,1.6,4.4,40,12,719137.25
3.4,30,29.94,2400,30937,19,318,226.7089471,7.7,2.6,20,8,227476.97
3.1,37,67.72,2675,30442,16,133,276.7417275,3.5,1.6,13,29,575930
4,64,46.09,3914,40494,8,792,220.7867738,5.9,9.6,14,41,673762.09
3.3,87,71.03,3012,37155,18,951,144.9993261,5.7,7.5,48,8,1390190.02
4.5,62,33.46,2154,24490,3,93,197.6622077,8.4,3.9,59,20,470754.72
3.5,57,30.76,2355,25755,4,637,92.84956775,6.8,3.2,30,13,400394.01
3.7,49,67.27,3028,36687,5,926,200.3138684,8.6,2.8,19,26,743829.87
4.1,87,74.22,3891,45053,4,898,175.2481861,7.8,1.4,2,54,1436755.13
3.6,82,36,1958,20928,7,953,56.53942211,10,1.9,38,34,667919.4
3.8,83,58.55,4808,56428,6,210,130.4724716,8.8,1.9,37,39,1090516.55
4.6,84,44.27,5149,56349,17,797,97.81181228,2.9,7,39,11,850689.37
3.4,55,39.6,1267,12876,14,426,147.6629817,9.7,6.4,29,7,503853.9
3.2,50,40.96,2984,37598,5,357,110.4581073,4.1,6.1,7,28,467115.5
3.7,36,48.77,3360,38712,15,920,258.5621745,6.5,7.6,23,4,416685.07
3.8,50,43.32,3621,43387,10,166,224.4208723,9.5,3.3,20,37,501156.09
4.1,64,47.52,3402,37325,2,651,235.0286854,2.9,4.1,63,18,683660.69
3.7,35,36.87,3611,43768,12,388,140.2168275,8.7,2.1,27,34,310638.52
4.6,34,42.75,4467,52496,11,830,50.86159129,9.6,6.3,22,24,350218.3
3.1,41,73.15,968,15883,7,937,104.7884231,8.7,9.4,7,17,678739.6
3.9,52,57.28,1379,16605,7,815,238.8245511,8.4,8.8,8,22,674151.79
3.8,69,74.34,2930,33441,19,699,200.7092018,3.4,6,36,29,1159348.89
4.3,43,59.63,3076,39897,7,979,184.6445414,4.7,6.8,13,0,583627.75
4.9,35,27.38,1263,20470,14,656,120.1299839,7.8,9.9,19,25,238152.42
4,33,50.97,1793,22795,12,716,68.93558173,2.1,5.7,30,19,392018.97
5,64,54.5,3147,32267,10,756,246.2166176,9,8.8,11,40,793397.35
3.6,66,35.64,2301,28876,5,989,59.663892,2.9,5.5,7,40,532888.94
3.1,74,43.23,5922,64094,7,374,64.78411722,6.1,1.4,27,54,727672.71
3.3,55,25.06,2789,29846,6,54,123.7338089,1.9,9.4,39,53,321587.02
3.8,59,31.48,1059,15742,2,470,193.2334193,2.7,2,27,44,416653.76
3.6,58,25.84,990,18351,13,120,298.0566291,6.3,7.3,19,19,351644.15
3.2,33,56.11,2015,18387,16,153,72.66039385,6.7,3.1,22,2,432001.46
3.9,58,34.21,2067,21548,8,105,168.2926998,3.4,9.1,26,16,454610.14
3.7,37,28.72,1318,20958,13,356,200.4383258,2.1,2.8,5,26,252795.38
3.2,72,46.25,2649,30931,14,873,255.7763101,5.9,2.3,61,19,758336.05
3.6,89,74.7,2861,30664,5,545,222.4034788,8.6,4.9,57,22,1480543.7
4.8,30,61.77,3320,37674,3,219,251.9353949,2.8,5.5,4,7,420960.07
3.6,49,63.76,1012,12080,14,190,180.6172518,7.2,8.4,31,38,712910
4.4,34,39.09,2700,30636,13,83,158.4927009,4.5,7.9,18,0,316715.56
4.2,52,69.51,3090,34398,17,405,204.6820793,9.5,4,24,6,824580.08
3.9,73,58.49,5871,61085,9,467,275.2177024,1.7,4.5,8,3,960617.77
3.5,48,29.82,2146,26520,7,102,187.7117905,1.4,6.2,0,27,329821.98
3.7,64,61.71,1894,21017,18,52,201.3982798,2.1,6,5,18,892392.54
4.2,88,60.42,4712,51361,11,379,134.4940383,8,8.8,81,5,1199404.41
3.7,65,64.22,2368,24564,16,811,199.0303614,9.3,5.3,36,25,947791.32
3.4,77,44.9,4349,46890,18,668,206.9410307,8.4,9,74,39,799126.4
3.2,63,60.17,1855,24047,7,660,238.3563715,7.5,2.8,17,36,850809.35
4.8,74,57.64,2316,24099,4,854,193.0441738,1.5,8.8,44,18,953224.47
3.9,70,45.4,6509,68223,19,741,99.38757367,2.9,3.7,21,20,734800.05
4.3,68,38.09,2609,27852,11,695,195.4815211,9.4,8.1,42,4,595434.52
4,34,72.04,2549,27722,13,198,124.4678523,6.6,6.1,8,16,563094.4
4.7,72,38.2,7436,82499,6,555,71.83112376,5.2,8.9,54,37,635252.75
4.1,46,45.84,2518,32326,13,350,256.3582829,6.9,3.1,32,40,489185.94
4,56,35.74,2447,23995,2,182,66.51802821,2.6,7.3,5,51,452501.05
4.8,46,36.68,3055,34670,14,308,207.9258088,9,8.6,28,39,401703.88
4.4,42,56.62,3505,43786,13,325,297.1236532,6.9,8,30,6,551375.88
3.2,43,59.63,2002,23050,5,765,71.90479287,5.2,6.1,33,26,581389.38
3.4,41,46.73,1617,22676,3,110,105.032961,5.1,7.1,17,30,434664.28
4.6,40,64.4,1926,19322,4,980,240.2010532,8.4,2.8,18,33,582843.5
4.7,70,31.36,6884,71503,14,721,74.22353292,3.8,2.9,55,61,517079.71
4.1,72,59.05,5483,60313,18,196,258.1812564,2.2,3.4,54,25,968197.5
4.1,81,55.77,7491,79926,11,704,50.06753059,2.7,8.5,79,69,1030798.79
4.3,58,31.5,3741,40110,19,891,272.4868351,1.7,2.5,19,30,432155.5
3.9,31,46.28,1334,21617,2,874,66.70578808,5.6,3.7,13,11,326785.49
4.4,83,33.18,4796,47662,2,715,280.4949621,7.1,9.3,50,14,626443.48
3.2,54,43.83,2794,32023,3,887,266.1378083,9.4,7.8,48,0,539603.57
4.9,72,30.98,5376,54436,16,545,184.8907797,7.8,7.6,41,61,527228.4
4.5,81,66.65,6203,62153,1,672,244.4871571,6.2,5.1,67,58,1211041.75
4.3,41,43.66,3869,39449,10,651,68.71921197,8.8,7.3,15,25,420897.49
3.6,70,58.39,3043,32416,6,947,83.78696299,9,6.1,23,36,920193.01
3.3,36,37.45,1723,22560,17,610,142.3218359,7.4,1.6,32,5,323073.95
3.8,30,50.18,1315,16725,19,993,184.364647,1.5,6.2,1,23,358531.67
4.3,72,55.15,6841,76381,12,465,267.0535649,3.6,5.1,41,46,905763.8
4.3,40,28.27,2859,28951,16,180,185.6701119,4,2,17,35,274211.29
3.8,62,44.96,3295,32037,2,772,216.3012956,10,4.1,24,43,630617.55
4.2,39,55.59,2601,32444,15,277,219.9711051,5.2,9.1,31,18,505745.8
4.6,48,45.92,1480,18039,19,965,269.3920319,7.9,8.2,32,17,517063.07
3.1,33,37.68,2071,26765,1,814,244.188686,8.3,9.2,27,15,289718.67
3.9,74,57.1,7167,76905,6,143,294.2575746,6.9,7.5,35,16,956356.45
4.5,60,33.48,2220,22843,18,726,55.00315955,1.2,6.7,44,10,469609.27
4.1,78,66.5,2918,34824,19,670,101.9571691,1.2,2.3,15,3,1165358.2
4.3,82,33.65,3886,47775,3,965,282.6114339,8.4,2,37,79,626537.85
4,86,48.09,5806,65909,5,621,248.0550552,7.7,3.2,1,8,929856.32
5,84,33.1,2229,25375,3,147,116.8406865,5.8,3.8,1,73,624063.25
3.1,82,72.72,5568,61493,7,236,293.5616638,3.2,6.5,53,38,1336271.93
4,70,45.5,1942,28351,7,797,267.4702568,1.8,8.9,12,66,719338.55
3.2,40,62.97,868,11868,1,642,66.16430661,2.5,9,9,19,563309.76
3.3,70,52.64,1676,17261,13,603,252.8274612,6.2,7.1,67,46,837152.57
3.8,77,72.64,3704,41129,13,712,246.1219033,5.9,6.2,28,27,1257009.97
3.3,54,74.71,1277,19940,15,474,105.2882629,9.5,3.2,51,0,912541.17
4.9,65,48.26,4010,43457,19,634,217.3116278,9.6,9.4,13,35,727253.43
4.9,33,38.3,4827,50914,7,588,292.5564798,6.2,7,30,24,303424.5
3.7,68,43.15,1949,20543,17,642,218.9671991,8.6,5.8,43,49,675994.25
4.3,47,27.52,3996,40908,10,794,253.4412974,8.3,1.9,27,20,309284.2
4.1,71,40.03,7345,74229,19,223,74.84662994,7.8,8.4,26,38,667263.34
4.6,82,40.88,4317,47772,18,834,231.8646973,4.9,4.1,62,49,771692.82
4.3,45,28.3,1312,17750,8,674,101.1886784,4.5,9.1,0,22,298522.6
3,57,38.54,2441,26376,8,947,67.96354311,3.4,2.5,52,52,502927.28
4.5,48,68.44,1915,21391,9,811,188.0193561,9.4,1.4,38,5,742348.25
4.5,52,55.6,1460,14953,13,812,237.6527781,8.5,4.9,2,18,658546.45
4,88,45.81,3918,44515,13,576,186.6862164,2.6,1.7,11,9,908171.27
4.8,66,32.33,4231,50894,2,935,282.8992185,3.3,1.6,61,15,484966.1
4.8,38,66.25,1366,16866,7,534,223.9165864,6.2,7.4,25,12,571544.05
4,50,37.9,2936,31312,7,218,79.393706,4.7,3.3,27,21,434229.8
4.2,90,60.67,3274,37003,1,634,283.6295485,2.9,6.7,18,65,1214670.46
5,66,74.37,2878,37991,14,831,88.22199561,8.1,6.1,51,41,1110764.57
3.6,50,37.03,722,15596,6,825,239.5638609,1,2.3,33,25,418789.04
3.6,53,66.15,1057,14081,13,893,87.13591983,4.1,4.5,21,4,790832.35
3.4,84,45.82,4596,46231,1,952,299.6450689,9.4,1.6,36,36,863813.31
4.8,61,50.58,4440,53482,3,628,133.046877,7.8,4.8,30,21,698167.9
4.5,46,54.73,3541,35536,15,971,173.9823305,4.6,2.6,38,17,581990.47
3.2,61,30.47,984,12247,18,820,166.7093767,9.4,1.9,28,28,436133.4
5,85,57.34,7993,84696,10,479,75.47430122,9.1,3.9,27,18,1103646.7
4.5,62,52.63,3838,46097,15,181,173.50375,1.5,1,49,3,742020.75
4.7,60,64.08,3203,34778,8,173,87.37649858,2.2,7.8,36,7,864656.04
3.1,44,53.88,2212,29033,5,785,250.4952045,4.5,2.4,2,26,535485.97
4,65,38.64,1677,24678,9,223,289.5783584,9.4,6.6,36,54,574713.4
4.4,35,66.43,2627,28330,1,831,252.0146103,8.6,8.5,12,28,528412.15
4.1,40,39.37,3402,40787,19,436,157.7659989,1.4,9.3,21,32,379332.16
4.3,84,45.83,8451,85551,8,190,50.59284924,5.6,6,48,6,876697.55
